Project,File,HistoryIndex,FileChangeCount
eclipseJdt,4307.json,0,3
eclipseJdt,26172.json,0,5
eclipseJdt,22831.json,3,3
eclipseJdt,24395.json,1,3
eclipseJdt,3580.json,3,2
eclipseJdt,5510.json,0,5
eclipseJdt,4326.json,0,3
eclipseJdt,24387.json,0,5
eclipseJdt,19519.json,0,2
eclipseJdt,1564.json,5,5
eclipseJdt,6902.json,1,2
eclipseJdt,25436.json,0,5
eclipseJdt,20774.json,0,4
eclipseJdt,16039.json,2,4
eclipseJdt,22362.json,0,5
eclipseJdt,2989.json,0,3
eclipseJdt,20354.json,6,2
eclipseJdt,20112.json,0,2
eclipseJdt,18745.json,0,3
eclipseJdt,6007.json,2,2
eclipseJdt,24567.json,0,3
eclipseJdt,25537.json,0,5
eclipseJdt,1003.json,0,5
eclipseJdt,2965.json,0,2
eclipseJdt,14486.json,0,2
eclipseJdt,3357.json,0,2
eclipseJdt,16014.json,0,4
eclipseJdt,12287.json,0,3
eclipseJdt,18697.json,0,4
eclipseJdt,20492.json,0,2
eclipseJdt,25406.json,0,2
eclipseJdt,22661.json,0,2
eclipseJdt,17458.json,0,5
eclipseJdt,24989.json,0,2
eclipseJdt,991.json,0,2
eclipseJdt,25538.json,0,5
eclipseJdt,6063.json,0,3
eclipseJdt,27087.json,0,3
eclipseJdt,26461.json,2,3
eclipseJdt,10779.json,0,2
eclipseJdt,5248.json,0,2
eclipseJdt,17839.json,3,2
eclipseJdt,4538.json,0,2
eclipseJdt,9831.json,0,2
eclipseJdt,25839.json,0,4
eclipseJdt,2820.json,0,2
eclipseJdt,17759.json,1,5
eclipseJdt,18479.json,6,4
eclipseJdt,24634.json,0,2
eclipseJdt,20612.json,0,2
commons-lang,2671.json,7,4
commons-lang,2669.json,3,4
commons-lang,149.json,0,4
commons-lang,2670.json,7,4
commons-lang,45.json,3,3
commons-lang,55.json,4,3
commons-lang,170.json,0,4
commons-lang,2662.json,8,4
commons-lang,147.json,0,4
elasticsearch,63885.json,12,2
elasticsearch,40987.json,6,2
elasticsearch,45454.json,11,2
elasticsearch,42280.json,0,2
elasticsearch,14836.json,0,5
elasticsearch,37850.json,2,2
elasticsearch,14833.json,0,5
elasticsearch,11566.json,0,3
elasticsearch,9516.json,0,4
elasticsearch,2430.json,2,2
elasticsearch,42508.json,1,4
elasticsearch,41711.json,1,2
elasticsearch,14827.json,0,5
elasticsearch,11361.json,0,4
elasticsearch,16030.json,0,5
elasticsearch,20903.json,1,3
elasticsearch,24703.json,0,2
elasticsearch,60533.json,4,5
elasticsearch,55095.json,4,3
elasticsearch,36095.json,2,3
elasticsearch,52429.json,0,3
elasticsearch,32686.json,1,4
elasticsearch,60091.json,0,2
elasticsearch,13765.json,0,3
elasticsearch,11183.json,0,2
elasticsearch,32693.json,1,4
elasticsearch,52343.json,1,4
elasticsearch,36854.json,0,2
elasticsearch,43807.json,2,4
elasticsearch,37474.json,0,2
elasticsearch,11419.json,1,2
elasticsearch,32055.json,1,5
elasticsearch,14835.json,0,5
elasticsearch,9105.json,2,2
elasticsearch,9517.json,0,4
elasticsearch,66609.json,2,2
elasticsearch,7557.json,4,4
elasticsearch,8093.json,0,2
elasticsearch,65233.json,6,2
elasticsearch,40988.json,6,2
elasticsearch,24704.json,1,2
elasticsearch,47919.json,7,3
elasticsearch,16033.json,0,5
elasticsearch,53007.json,1,2
elasticsearch,42765.json,4,3
elasticsearch,14611.json,12,5
elasticsearch,43369.json,1,4
elasticsearch,36895.json,4,2
elasticsearch,7520.json,1,4
elasticsearch,58647.json,0,3
elasticsearch,36094.json,3,3
elasticsearch,11698.json,0,2
elasticsearch,9417.json,0,4
elasticsearch,42625.json,2,4
elasticsearch,55639.json,3,3
elasticsearch,60429.json,5,4
elasticsearch,56542.json,5,4
elasticsearch,13941.json,0,4
elasticsearch,43371.json,0,4
elasticsearch,41172.json,1,3
elasticsearch,60090.json,0,2
elasticsearch,15382.json,8,3
elasticsearch,63200.json,0,3
elasticsearch,36878.json,2,4
elasticsearch,6070.json,3,3
elasticsearch,48926.json,0,4
elasticsearch,36093.json,3,3
elasticsearch,53006.json,1,2
elasticsearch,53546.json,0,2
elasticsearch,12337.json,0,4
elasticsearch,32054.json,1,5
elasticsearch,65421.json,10,2
elasticsearch,43851.json,2,2
elasticsearch,42460.json,0,4
elasticsearch,20904.json,1,3
elasticsearch,11233.json,2,2
elasticsearch,42611.json,2,4
elasticsearch,2947.json,0,3
elasticsearch,32053.json,1,5
elasticsearch,31818.json,0,3
elasticsearch,55249.json,3,4
elasticsearch,45584.json,3,4
elasticsearch,65300.json,5,3
elasticsearch,62464.json,0,2
elasticsearch,10891.json,1,2
elasticsearch,16032.json,0,5
elasticsearch,63194.json,1,3
elasticsearch,10972.json,3,2
elasticsearch,50680.json,0,2
elasticsearch,15066.json,5,3
elasticsearch,10281.json,3,5
elasticsearch,43516.json,0,2
elasticsearch,43814.json,2,4
elasticsearch,6444.json,2,4
elasticsearch,20626.json,0,3
elasticsearch,52418.json,0,3
elasticsearch,36963.json,1,2
elasticsearch,65419.json,10,2
elasticsearch,55402.json,3,4
elasticsearch,58188.json,0,4
elasticsearch,13764.json,0,3
elasticsearch,2428.json,2,2
elasticsearch,7519.json,1,4
elasticsearch,42744.json,3,3
elasticsearch,50030.json,0,3
elasticsearch,34083.json,1,3
elasticsearch,15380.json,8,3
elasticsearch,63968.json,11,2
elasticsearch,42279.json,0,2
elasticsearch,16031.json,0,5
elasticsearch,37849.json,2,2
elasticsearch,31951.json,7,4
elasticsearch,31966.json,1,5
elasticsearch,34166.json,1,3
elasticsearch,10236.json,12,3
elasticsearch,52345.json,2,4
elasticsearch,60675.json,0,2
elasticsearch,31819.json,0,3
elasticsearch,8110.json,0,2
elasticsearch,10290.json,4,5
elasticsearch,59765.json,1,2
elasticsearch,32685.json,1,4
elasticsearch,13766.json,0,3
elasticsearch,12520.json,2,4
elasticsearch,14584.json,13,4
elasticsearch,57501.json,5,5
elasticsearch,55097.json,4,3
elasticsearch,37571.json,16,2
elasticsearch,47744.json,0,4
elasticsearch,36837.json,2,4
checkstyle,972.json,3,5
checkstyle,3810.json,0,2
checkstyle,1679.json,5,3
checkstyle,2839.json,9,3
checkstyle,974.json,3,5
checkstyle,976.json,3,5
checkstyle,3812.json,0,2
checkstyle,773.json,3,4
checkstyle,973.json,3,5
checkstyle,975.json,3,5
lombok,3161.json,0,4
lombok,906.json,0,4
lombok,2458.json,0,3
lombok,904.json,0,4
lombok,3201.json,1,4
lombok,924.json,0,3
lombok,905.json,0,4
lombok,929.json,0,3
lombok,955.json,0,2
lombok,907.json,0,4
lombok,808.json,1,5
lombok,928.json,0,3
hibernate-search,1390.json,18,3
hibernate-search,2144.json,1,2
hibernate-search,263.json,11,3
hibernate-search,1393.json,12,3
hibernate-search,2151.json,0,2
wildfly,9068.json,1,2
wildfly,21490.json,2,3
wildfly,10237.json,3,4
wildfly,19169.json,2,5
wildfly,19108.json,4,5
wildfly,19825.json,2,4
wildfly,8971.json,5,3
wildfly,19109.json,0,4
wildfly,1743.json,1,4
wildfly,6067.json,1,2
wildfly,11922.json,0,3
wildfly,19340.json,4,3
wildfly,15715.json,6,5
wildfly,18302.json,1,2
wildfly,19111.json,1,4
wildfly,10022.json,5,4
wildfly,5448.json,3,5
wildfly,4653.json,2,3
wildfly,10451.json,0,2
wildfly,19030.json,8,2
wildfly,10020.json,7,4
wildfly,19055.json,4,2
wildfly,19168.json,2,5
wildfly,4701.json,3,5
wildfly,19110.json,1,4
wildfly,8972.json,4,3
wildfly,21049.json,1,5
wildfly,8969.json,4,3
wildfly,18457.json,2,2
wildfly,1862.json,9,4
wildfly,13021.json,3,2
wildfly,10021.json,6,4
wildfly,17076.json,0,2
wildfly,4707.json,3,3
wildfly,17074.json,0,2
wildfly,5447.json,3,5
wildfly,18458.json,0,2
wildfly,15716.json,6,5
wildfly,6073.json,3,2
wildfly,4709.json,4,5
wildfly,12192.json,3,3
wildfly,19105.json,3,5
javaparser,3312.json,1,3
javaparser,5657.json,1,3
javaparser,5646.json,1,3
javaparser,5197.json,4,3
javaparser,3313.json,0,3
javaparser,5057.json,1,3
javaparser,5655.json,1,3
javaparser,5056.json,1,3
javaparser,6550.json,0,2
intellij-community,35469.json,1,2
intellij-community,39502.json,4,2
intellij-community,24114.json,11,2
intellij-community,6456.json,2,2
intellij-community,14944.json,6,2
intellij-community,14240.json,10,2
intellij-community,22573.json,10,3
intellij-community,11789.json,2,3
intellij-community,9366.json,0,4
intellij-community,30777.json,3,2
intellij-community,36924.json,1,5
intellij-community,19386.json,4,3
intellij-community,27953.json,0,2
intellij-community,22524.json,2,5
intellij-community,24423.json,14,2
intellij-community,30846.json,6,4
intellij-community,9216.json,7,4
intellij-community,5122.json,0,2
intellij-community,34979.json,2,4
intellij-community,11056.json,2,3
intellij-community,35737.json,13,2
intellij-community,39664.json,6,3
intellij-community,36903.json,1,2
intellij-community,39643.json,7,3
intellij-community,2390.json,1,2
intellij-community,32714.json,0,5
intellij-community,34660.json,1,3
intellij-community,39582.json,8,3
intellij-community,23554.json,3,4
intellij-community,16863.json,6,4
intellij-community,11724.json,2,4
intellij-community,9369.json,2,4
intellij-community,21778.json,0,5
intellij-community,37514.json,7,3
intellij-community,29637.json,2,4
intellij-community,1396.json,1,3
intellij-community,7249.json,4,4
intellij-community,18621.json,2,3
intellij-community,20293.json,0,2
intellij-community,9057.json,1,3
intellij-community,11851.json,6,4
intellij-community,17382.json,5,4
intellij-community,28194.json,3,2
intellij-community,4839.json,0,5
intellij-community,14470.json,4,2
intellij-community,2190.json,2,4
intellij-community,9067.json,3,2
intellij-community,31504.json,4,2
intellij-community,27041.json,2,4
intellij-community,36749.json,6,3
intellij-community,24485.json,0,2
intellij-community,31986.json,0,2
intellij-community,14829.json,0,3
intellij-community,20654.json,5,2
intellij-community,15597.json,15,3
intellij-community,32703.json,0,5
intellij-community,17185.json,4,4
intellij-community,38237.json,4,2
intellij-community,39624.json,0,4
intellij-community,20637.json,1,2
intellij-community,39665.json,7,3
intellij-community,7593.json,12,5
intellij-community,10509.json,1,2
intellij-community,2084.json,1,2
intellij-community,9303.json,0,5
intellij-community,12720.json,1,2
intellij-community,4709.json,7,2
intellij-community,38134.json,3,4
intellij-community,11103.json,2,5
intellij-community,40841.json,3,4
intellij-community,1037.json,2,4
intellij-community,25201.json,0,4
intellij-community,36115.json,0,2
intellij-community,34647.json,1,4
hector,1211.json,2,3
hector,2831.json,0,2
cucumber-jvm,1013.json,0,4
cucumber-jvm,1022.json,0,4
cucumber-jvm,304.json,0,2
cucumber-jvm,1021.json,0,4
hazelcast,12130.json,0,4
hazelcast,20746.json,0,3
hazelcast,20519.json,2,4
hazelcast,30794.json,0,4
hazelcast,17130.json,0,2
hazelcast,33580.json,0,3
hazelcast,17188.json,7,2
hazelcast,11523.json,4,2
hazelcast,20867.json,0,3
hazelcast,12101.json,0,3
hazelcast,32345.json,5,4
hazelcast,8459.json,2,3
hazelcast,27404.json,7,4
hazelcast,9473.json,3,5
hazelcast,34720.json,0,3
hazelcast,7167.json,8,3
hazelcast,25912.json,2,2
hazelcast,12131.json,1,4
hazelcast,28781.json,2,2
hazelcast,1216.json,5,2
hazelcast,29087.json,2,3
hazelcast,10624.json,0,2
hazelcast,26209.json,3,2
hazelcast,8458.json,2,3
hazelcast,33579.json,0,3
hazelcast,33202.json,0,3
hazelcast,39941.json,0,3
hazelcast,8625.json,1,3
hazelcast,28514.json,1,2
hazelcast,39938.json,0,3
hazelcast,23416.json,2,2
hazelcast,9468.json,3,5
hazelcast,29092.json,2,3
hazelcast,7168.json,8,3
hazelcast,28513.json,1,2
hazelcast,16055.json,4,2
hazelcast,17219.json,2,4
hazelcast,9467.json,2,5
hazelcast,27887.json,0,2
hazelcast,7166.json,8,3
hazelcast,21007.json,2,4
hazelcast,26217.json,3,2
hazelcast,12098.json,1,3
hazelcast,9469.json,2,5
hazelcast,17213.json,2,4
hazelcast,25894.json,4,2
hazelcast,25447.json,2,2
hazelcast,9466.json,3,5
hazelcast,23415.json,0,2
hazelcast,33195.json,0,3
hazelcast,10641.json,2,2
hazelcast,1210.json,5,2
hazelcast,21014.json,2,4
hazelcast,12100.json,0,3
jetty,3846.json,1,2
jetty,3849.json,1,2
jetty,4448.json,0,2
jetty,6119.json,4,2
jetty,9865.json,0,3
jetty,11298.json,2,2
jetty,11529.json,3,3
jetty,12050.json,0,3
jetty,6128.json,4,2
jetty,2937.json,0,3
jetty,9678.json,1,2
jetty,2938.json,0,3
jetty,4429.json,0,2
jetty,9676.json,2,2
jetty,7020.json,1,5
jetty,11299.json,2,2
jetty,12036.json,1,3
jetty,14152.json,0,3
jetty,14228.json,0,3
jclouds,5916.json,2,3
jclouds,28019.json,0,4
jclouds,27393.json,0,4
jclouds,12758.json,0,3
jclouds,4523.json,0,5
jclouds,5909.json,2,3
jclouds,20694.json,0,4
jclouds,4522.json,0,5
jclouds,6623.json,2,4
jclouds,18478.json,1,3
jclouds,18445.json,0,3
jclouds,15065.json,2,2
jclouds,9312.json,0,2
jclouds,7864.json,0,3
jclouds,5260.json,4,3
jclouds,27392.json,0,4
jclouds,28020.json,0,4
jclouds,20696.json,0,4
jclouds,10455.json,0,5
jclouds,20695.json,0,4
jclouds,27169.json,3,2
jclouds,6593.json,0,3
jclouds,18479.json,1,3
okhttp,1871.json,5,4
okhttp,1233.json,2,3
okhttp,99.json,1,3
okhttp,1410.json,3,5
okhttp,957.json,2,3
okhttp,1872.json,5,4
okhttp,102.json,6,3
okhttp,100.json,1,3
okhttp,1012.json,5,3
okhttp,2092.json,1,3
okhttp,586.json,8,3
okhttp,1888.json,9,5
okhttp,1088.json,3,2
openmrs-core,7280.json,3,4
openmrs-core,3255.json,1,4
openmrs-core,6390.json,6,5
openmrs-core,177.json,1,5
openmrs-core,5171.json,3,4
openmrs-core,5293.json,1,3
openmrs-core,6406.json,8,2
openmrs-core,3119.json,1,3
openmrs-core,3253.json,1,4
openmrs-core,5529.json,1,2
openmrs-core,6751.json,3,4
openmrs-core,6760.json,3,4
openmrs-core,159.json,1,5
openmrs-core,6193.json,1,2
openmrs-core,5167.json,3,3
openmrs-core,1939.json,2,2
openmrs-core,3120.json,1,3
openmrs-core,1305.json,1,4
openmrs-core,3554.json,0,3
openmrs-core,438.json,0,3
openmrs-core,183.json,1,5
openmrs-core,3254.json,1,4
openmrs-core,466.json,0,3
openmrs-core,3251.json,1,4
openmrs-core,6671.json,3,4
openmrs-core,3445.json,0,2
openmrs-core,6391.json,4,5
openmrs-core,1940.json,5,2
openmrs-core,5168.json,4,3
openmrs-core,6407.json,7,2
openmrs-core,7738.json,1,3
openmrs-core,4907.json,5,2
hadoop,14776.json,2,5
hadoop,23858.json,0,5
hadoop,59042.json,2,2
hadoop,146.json,8,4
hadoop,14552.json,1,2
hadoop,14764.json,2,5
hadoop,30318.json,1,2
hadoop,58584.json,1,5
hadoop,5957.json,1,3
hadoop,8260.json,0,3
hadoop,14546.json,1,2
hadoop,58553.json,0,4
hadoop,22224.json,0,5
hadoop,22229.json,0,5
hadoop,42565.json,0,3
hadoop,58546.json,8,4
hadoop,60514.json,1,2
hadoop,34400.json,1,5
hadoop,58958.json,0,5
hadoop,26618.json,0,5
hadoop,58579.json,0,5
hadoop,73594.json,0,4
hadoop,34758.json,2,2
hadoop,78186.json,1,5
hadoop,32895.json,2,3
hadoop,39406.json,0,3
hadoop,4980.json,7,2
hadoop,69333.json,1,3
hadoop,19752.json,0,5
hadoop,73406.json,0,3
hadoop,58535.json,0,4
hadoop,26619.json,0,5
hadoop,42545.json,0,3
hadoop,44067.json,1,2
hadoop,14780.json,2,5
hadoop,58534.json,1,2
hadoop,74608.json,0,2
hadoop,4813.json,16,5
hadoop,26542.json,3,4
hadoop,23881.json,0,5
hadoop,23485.json,1,3
hadoop,37494.json,1,5
hadoop,23486.json,1,3
hadoop,32805.json,1,2
hadoop,73592.json,0,4
hadoop,58547.json,6,4
hadoop,44815.json,1,2
hadoop,69134.json,1,4
hadoop,32879.json,0,3
hadoop,44289.json,0,3
hadoop,39184.json,0,4
hadoop,21738.json,0,2
hadoop,41689.json,2,2
hadoop,69133.json,1,4
hadoop,80102.json,1,5
hadoop,78190.json,1,5
hadoop,14772.json,2,5
hadoop,69300.json,1,3
hadoop,75616.json,3,2
hadoop,71372.json,1,2
hadoop,38405.json,1,5
hadoop,73593.json,0,4
hadoop,60515.json,1,2
hadoop,39743.json,3,3
hadoop,73407.json,0,3
hadoop,69146.json,1,3
hadoop,58434.json,3,5
hadoop,25549.json,0,5
hadoop,19751.json,0,5
hadoop,14768.json,2,5
hadoop,58543.json,2,5
hadoop,69510.json,1,4
hadoop,209.json,8,4
hadoop,32877.json,0,3
hadoop,44279.json,2,3
hadoop,58533.json,1,2
hadoop,21749.json,0,2
hadoop,5936.json,1,3
hadoop,34846.json,0,2
hadoop,22071.json,0,5
hadoop,7497.json,1,2
RxJava,2501.json,0,4
junit4,922.json,0,3
junit4,921.json,0,3
junit4,308.json,2,2
junit4,535.json,0,3
junit4,54.json,1,2
junit4,757.json,6,2
facebook-android-sdk,3729.json,4,3
facebook-android-sdk,3661.json,5,3
facebook-android-sdk,2044.json,0,3
facebook-android-sdk,2315.json,0,2
facebook-android-sdk,1949.json,0,2
facebook-android-sdk,1947.json,0,2
facebook-android-sdk,2043.json,0,3
facebook-android-sdk,3362.json,0,2
facebook-android-sdk,3361.json,0,2
facebook-android-sdk,1210.json,0,2
titan,95.json,2,3
titan,1093.json,0,4
titan,227.json,2,4
titan,3596.json,6,3
titan,4498.json,0,3
titan,2078.json,2,3
titan,353.json,0,3
titan,5572.json,0,5
titan,1184.json,0,4
titan,1607.json,5,5
titan,1185.json,0,4
titan,4499.json,0,3
